id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
24571,F,1.525,1.175,0.45,32.31843,14.911837,6.917278,8.788345,10
50935,I,0.9625,0.7,0.225,6.1518415,2.721552,1.0489315,2.1262125,7
26232,M,0.7125,0.525,0.15,3.005047,1.17650425,0.6520385,0.850485,6
413,M,1.575,1.25,0.375,30.277266,14.07552675,6.8889285,8.6465975,10
18527,M,0.8125,0.7125,0.2125,5.2446575,2.494756,1.37495075,1.984465,10
63241,I,0.9125,0.65,0.2,5.06038575,2.16873675,1.00640725,1.2757275,6
67632,I,1.45,1.125,0.375,30.43318825,14.628342,6.10931725,7.654365,9
478,F,1.225,0.95,0.35,16.40018575,7.257472,3.75630875,5.03203625,8
70004,M,1.4625,1.1125,0.425,27.4139665,8.51902475,3.7137845,9.07184,20
30899,M,1.2375,1.0,0.3625,19.97222275,9.468733,4.03980375,5.8683465,8
49053,F,1.6125,1.2375,0.4,37.15201975,15.35125425,9.39785925,10.0640725,14
11059,I,1.2125,0.9375,0.3125,15.74814725,8.60407325,3.27436725,4.819415,7
51728,M,1.5,1.175,0.3875,28.98736375,14.92601175,5.1312595,7.5126175,8
44597,I,0.875,0.625,0.1875,4.80524025,2.36718325,1.00640725,1.00640725,7
23745,I,1.0125,0.775,0.2625,9.7238785,3.685435,1.8994165,2.83495,6
60054,I,0.9625,0.7375,0.2625,8.618248,4.0539785,1.8427175,2.664853,7
62577,M,1.3,1.0,0.3125,18.597272,8.66077225,3.9405805,4.819415,8
47967,I,0.9625,0.7,0.2125,7.6827145,2.90582375,1.70097,2.26796,6
63623,F,1.1875,0.9375,0.3,14.69921575,5.4147545,3.10427025,4.819415,8
63495,F,1.4,1.125,0.3375,22.92057075,9.7805775,5.99591925,7.93786,10
7624,M,0.9625,0.725,0.2125,7.18659825,2.9199985,1.63009625,2.4097075,7
5987,I,0.95,0.7125,0.225,6.1518415,2.70737725,1.45999925,2.0128145,9
30991,I,1.2875,0.9625,0.3125,17.95940825,8.37727725,3.3735905,4.252425,8
2112,M,0.9375,0.7375,0.275,9.752228,4.0539785,1.7860185,2.36718325,7
7764,I,1.1,0.85,0.275,10.41844125,4.74854125,2.0695135,3.40194,7
47612,M,1.5975,1.2875,0.4125,37.74735925,14.4298955,8.68912175,11.7650425,11
19025,I,1.125,0.85,0.275,11.55242125,4.63514325,2.2963095,3.118445,7
26587,M,1.5625,1.25,0.4125,34.23202125,16.51358375,7.767763,9.355335,13
5478,I,1.125,0.95,0.3625,23.43086175,9.87980075,3.16096925,8.9300925,16
72812,M,1.5625,1.225,0.4375,33.8776525,16.17338975,6.30776375,8.3631025,9
31032,I,1.1625,0.9125,0.3125,13.947954,6.10931725,3.4869885,3.742134,6
10522,M,1.5875,1.275,0.4125,36.27318525,16.20173925,8.901743,10.3475675,11
20536,F,1.6125,1.275,0.4,37.137845,17.4349425,8.54737425,10.0640725,11
68538,M,1.25,0.9375,0.3625,20.4399895,8.618248,4.89028875,6.23689,10
31004,I,1.05,0.8,0.25,9.73805325,4.4508715,2.25378525,2.551455,6
49273,M,1.6375,1.2875,0.425,38.00250475,14.8267885,8.32057825,11.90679,10
22491,M,1.7375,1.35,0.5375,56.075311,18.52639825,9.8372765,20.5533875,17
48098,I,0.6125,0.5375,0.2125,3.005047,1.417475,0.907184,1.020582,6
31978,F,1.6125,1.2875,0.4,37.194544,15.762322,7.47009325,11.66581925,19
27252,F,1.3125,1.0375,0.3875,21.21960075,8.8733935,4.8477645,7.7961125,10
70297,I,1.125,0.875,0.3625,14.8834875,5.91087075,2.83495,4.69184225,8
12287,I,1.075,0.7875,0.225,7.6827145,3.118445,1.70097,2.26796,6
48013,I,0.9125,0.675,0.2125,6.30776375,2.438057,1.190679,1.8427175,6
62599,M,1.625,1.25,0.425,35.62114675,15.03940975,9.979024,9.7805775,10
2755,F,1.375,1.0625,0.375,20.3265915,8.1930055,4.94698775,5.5281525,10
1377,M,1.45,1.1375,0.3875,31.18445,14.47241975,6.463686,7.654365,13
66160,I,0.525,0.375,0.1375,1.1623295,0.29766975,0.18427175,0.35436875,4
28462,M,1.6125,1.3,0.4875,41.4753185,18.5122235,8.731646,11.90679,14
4195,I,1.4,1.075,0.325,22.169309,10.19164525,4.819415,6.3786375,9
30764,M,1.5625,1.3125,0.4125,36.173962,15.762322,9.36950975,9.07184,9
72476,M,1.4,1.125,0.3875,28.19357775,11.8784405,5.76912325,8.788345,13
8427,I,0.8375,0.65,0.2375,5.0745605,2.551455,1.48834875,1.5592225,6
40771,M,1.3375,1.075,0.35,20.31241675,8.09378225,4.52174525,6.10931725,10
56405,F,1.875,1.4375,0.5,55.06890375,20.25571775,11.963489,15.7906715,11
55640,F,1.475,1.2,0.4125,25.92561775,12.587178,5.68407475,8.221355,10
45456,F,1.4125,1.1,0.3875,29.8520235,12.3320325,6.30776375,8.50485,10
25866,I,1.3125,1.0125,0.4125,21.1203775,6.7755305,4.9044635,7.030676,11
6850,I,1.0875,0.8375,0.275,10.8578585,4.40834725,1.91359125,3.8271825,9
36407,M,1.5125,1.175,0.4125,33.26813825,14.10387625,7.0023265,9.7805775,11
49197,F,0.8375,0.625,0.2375,6.2652395,2.70737725,1.757669,1.984465,10
40588,I,1.0,0.7875,0.2625,8.1363065,3.21766825,1.0489315,3.2034935,7
37413,M,1.825,1.3875,0.475,53.410458,26.0531905,10.87203325,12.190285,12
4851,I,0.9125,0.675,0.2625,6.10931725,2.59397925,1.34660125,1.7860185,7
12721,M,1.5875,1.225,0.4,34.6147395,17.0380495,6.747181,9.63883,9
21347,M,1.5875,1.2375,0.4375,46.42230625,13.777857,10.4042665,17.0097,17
42671,M,1.425,1.0625,0.375,26.7335785,12.6722265,5.54232725,7.7961125,10
39173,M,1.5,1.1875,0.4,25.741346,11.793392,6.98815175,7.654365,10
52523,F,1.5625,1.2,0.4125,30.94347925,11.92096475,7.200773,8.9300925,15
24792,M,1.4125,1.1,0.375,26.2799865,12.34620725,5.1312595,7.654365,10
63010,M,1.375,1.1,0.3375,22.75047375,9.85145125,4.86193925,6.3786375,14
69254,I,1.125,0.825,0.3125,13.39513875,5.71242425,2.721552,3.5436875,8
53366,I,0.7,0.5,0.175,2.721552,1.0489315,0.56699,0.850485,9
3022,I,0.575,0.4,0.2,1.34660125,0.60951425,0.396893,0.4252425,4
36237,M,1.5125,1.1375,0.4,34.26037075,15.52135125,7.01650125,8.50485,13
66839,M,0.925,0.6875,0.225,6.27941425,2.7499015,1.74349425,2.4097075,8
72599,F,1.6125,1.3125,0.4375,38.73959175,14.18892475,8.2497045,11.623295,13
19311,F,1.4,1.1,0.3625,27.1304715,11.01378075,6.0951425,7.7961125,15
19339,F,1.45,1.125,0.35,27.0170735,13.19669225,5.93922025,7.12989925,9
52918,F,1.6875,1.35,0.525,43.1762885,19.447757,9.015141,12.757275,11
53036,M,1.6125,1.275,0.4625,41.31939625,17.2081465,7.824462,12.47378,10
18828,F,1.225,0.9875,0.3125,15.6772735,6.13766675,3.78465825,4.1106775,9
66940,I,0.9375,0.7375,0.35,8.50485,3.96893,1.77184375,2.33883375,7
61567,M,1.275,0.975,0.325,19.43358225,9.8372765,3.72795925,4.819415,8
11206,I,1.45,1.15,0.4125,26.26581175,11.72251825,5.23048275,7.654365,11
26904,I,1.375,1.075,0.3375,22.77882325,9.70970375,5.71242425,6.0951425,9
41529,I,1.4,1.075,0.375,23.7852305,11.679994,4.63514325,6.9456275,10
44050,I,1.275,0.975,0.3125,16.82542825,6.67630725,3.5436875,5.2446575,10
25283,M,1.5,1.1875,0.4375,34.6147395,15.7339725,7.144074,9.63883,11
48660,I,1.0625,0.8375,0.275,11.77921725,4.77689075,2.36718325,3.5436875,8
11833,M,1.6,1.275,0.4375,38.782116,17.519991,7.3992195,14.5999925,10
26109,I,0.925,0.725,0.25,7.994559,3.04757125,1.6159215,2.26796,7
44068,M,1.525,1.225,0.3875,32.16250775,13.947954,7.3425205,9.7805775,10
63577,I,1.4375,1.1,0.3875,23.28911425,11.3398,4.479221,6.3786375,7
39166,M,1.275,0.9875,0.3375,16.40018575,6.98815175,3.07592075,4.3941725,9
61052,F,1.4375,1.1375,0.325,27.03124825,12.06271225,4.60679375,7.5126175,10
13139,F,1.3875,1.0625,0.425,24.38057,9.48290775,5.4714535,8.221355,11
3614,M,1.575,1.2625,0.4875,38.51279575,18.52639825,7.257472,11.056305,12
33084,F,1.4375,1.1375,0.3375,22.55202725,11.4815475,5.783298,5.783298,10
31366,F,1.4375,1.225,0.425,31.2694985,15.252031,6.2652395,7.087375,9
58277,M,1.4375,1.125,0.375,25.27357925,11.60912025,5.3013565,7.5126175,12
65847,F,1.5625,1.25,0.3875,36.35823375,18.0586315,7.087375,9.63979625,9
24712,I,0.7875,0.6125,0.2125,4.9044635,2.25378525,1.077281,1.8427175,7
41665,F,1.25,0.95,0.3125,16.76872925,8.164656,3.07592075,4.7343665,8
48294,F,1.325,1.05,0.3625,23.51591025,12.530479,5.3580555,5.8116475,9
69121,F,1.4625,1.125,0.3625,25.72717125,10.432616,4.422522,7.93786,9
39723,M,1.2125,0.9375,0.3125,18.80989325,8.63242275,3.27436725,4.819415,8
12838,I,0.8625,0.6875,0.225,6.23689,2.50893075,1.48834875,2.1262125,7
6532,M,1.6375,1.25,0.3875,32.98464325,13.834556,7.3425205,9.4970825,13
45663,I,0.7,0.525,0.15,2.721552,1.020582,0.52446575,0.850485,6
13355,M,1.525,1.1875,0.4125,31.65221675,13.25339125,7.10154975,8.00873375,10
18349,I,1.1125,0.85,0.3,13.99047825,6.90310325,5.14543425,2.82077525,7
3600,I,1.55,1.2125,0.425,34.246196,15.0535845,8.63242275,9.355335,9
12485,I,1.2,0.8875,0.3125,16.93882625,8.66077225,3.61456125,3.572037,7
68121,M,1.2375,1.0,0.2875,17.293195,7.711064,4.06815325,4.082328,7
29451,I,1.0,0.75,0.25,8.17883075,3.24601775,1.7860185,2.1262125,8
45599,I,1.1375,0.8625,0.2625,12.47378,5.329706,2.551455,3.118445,9
12298,F,1.7375,1.35,0.5,49.32813,21.772416,11.5382465,13.7495075,12
60736,M,1.225,0.9375,0.3125,15.8473705,6.123492,3.92640575,4.819415,15
43565,F,1.225,0.95,0.3,17.293195,7.24329725,4.025629,5.2446575,11
49604,I,0.7125,0.525,0.1875,3.5436875,1.4458245,0.75126175,0.9922325,5
9572,I,0.8125,0.6125,0.1875,4.49339575,1.91359125,1.06310625,1.2757275,6
26731,I,0.9375,0.6875,0.225,5.556502,2.4097075,1.190679,1.65844575,5
42490,I,1.1375,0.9125,0.275,13.0691195,6.25106475,2.42388225,3.8271825,10
21308,I,1.1625,0.9125,0.2625,13.99047825,6.36446275,2.50893075,4.252425,8
52479,I,1.0,0.775,0.25,9.65300475,3.98310475,1.97029025,2.6932025,7
27879,M,1.6375,1.275,0.475,36.4291075,13.79203175,8.88756825,14.5999925,13
17614,I,1.4,1.1375,0.425,25.684647,10.3475675,5.3013565,8.221355,13
34999,M,0.875,0.6625,0.225,5.6982495,2.608154,1.09145575,1.8427175,8
29395,F,1.5375,1.1875,0.45,37.42134,13.56523575,7.824462,14.78426425,18
45811,I,0.9125,0.6625,0.1875,5.85417175,2.11203775,1.2190285,1.984465,7
7993,F,1.575,1.225,0.3875,32.16250775,14.92601175,7.52679225,8.9300925,10
73246,M,1.4625,1.125,0.3875,21.885814,7.9095105,3.27436725,7.93786,17
9220,I,1.375,1.075,0.325,20.34076625,9.07184,5.216308,5.5281525,9
49934,M,1.6,1.25,0.45,37.32211675,15.195332,8.74582075,11.3398,11
39595,F,1.5875,1.3375,0.4125,39.70347475,16.896302,6.64795775,13.4660125,15
29302,M,1.625,1.2375,0.4625,39.22153325,15.762322,8.00873375,15.26620575,16
54879,F,1.55,1.2,0.4375,31.467945,14.47241975,7.257472,8.9300925,13
73905,I,0.9,0.675,0.2125,6.30776375,2.664853,1.3891255,1.984465,6
24614,F,1.4375,1.1125,0.4375,31.581343,9.1001895,6.8889285,11.509897,16
58493,F,1.3375,1.025,0.375,23.85610425,10.6310625,4.025629,5.6699,8
31402,F,1.5,1.175,0.4125,30.0221205,14.288148,5.386405,7.7961125,13
50249,M,1.4125,1.1375,0.3625,31.18445,15.5071765,6.6054335,7.2291225,11
32064,M,1.475,1.1625,0.375,27.62658775,12.0485375,5.2446575,7.66853975,9
1544,F,1.6125,1.2625,0.5,38.42774725,16.8112535,7.7961125,11.056305,11
68809,I,1.2125,0.9375,0.3,15.49300175,7.24329725,2.90582375,4.80524025,9
343,I,0.9125,0.675,0.2125,5.40057975,2.2963095,1.43164975,1.984465,7
63071,F,1.5,1.1875,0.3625,25.50037525,13.154168,5.03203625,7.7961125,9
58580,F,1.5375,1.175,0.425,31.96406125,11.75086775,6.36446275,9.07184,22
62753,I,1.475,1.15,0.4125,27.1304715,9.87980075,6.30776375,11.056305,20
64371,M,1.325,1.0125,0.425,24.76328825,6.8322295,5.51397775,7.7961125,14
65045,F,1.55,1.2125,0.4,29.44095575,11.75086775,6.80388,9.07184,15
55126,M,1.7625,1.4,0.425,39.98696975,19.5895045,8.46232575,11.94931425,10
49171,M,1.65,1.3,0.4375,40.86580425,14.35902175,6.44951125,12.757275,13
44325,F,1.325,1.05,0.375,21.64484325,9.241937,6.16601625,6.9456275,11
70711,F,1.15,0.9125,0.275,13.53688625,5.45727875,2.778251,4.252425,9
69544,F,1.225,0.975,0.3,16.2442635,7.5126175,3.515338,4.819415,8
39967,M,1.6,1.2875,0.425,43.48172575,16.726205,9.96484925,10.61688775,12
6983,I,0.95,0.725,0.25,7.994559,2.721552,1.2757275,2.551455,15
27130,M,1.3625,1.0625,0.3125,22.169309,8.561549,4.89028875,7.7961125,10
53754,M,1.3,1.025,0.4,23.530085,9.39785925,5.216308,7.4559185,12
18495,M,0.9875,0.7375,0.2625,7.78193775,3.798833,1.51669825,2.4097075,9
42365,F,1.4375,1.1125,0.45,27.08794725,13.777857,6.16601625,8.788345,11
63106,I,1.15,0.875,0.3125,14.855138,6.6621325,3.30271675,3.8271825,7
70540,I,0.9375,0.7375,0.25,7.9095105,3.72795925,1.984465,2.26796,9
41038,F,1.55,1.175,0.475,33.38153625,15.762322,6.76135575,8.1363065,11
41460,M,1.2,0.95,0.3125,15.74814725,6.9456275,3.4869885,4.9611625,8
41925,M,1.5875,1.275,0.3875,32.41765325,14.07552675,6.56290925,9.7805775,10
34465,I,0.9375,0.6875,0.2125,6.23689,3.04757125,1.70097,2.4097075,6
14138,I,1.1375,0.875,0.3,13.664459,5.273007,2.50893075,4.9611625,8
52016,F,1.375,1.025,0.3375,20.25571775,8.66077225,4.46504625,7.2291225,14
5753,M,1.5125,1.2,0.375,30.1922175,14.21727425,7.767763,8.0796075,10
50092,I,1.075,0.825,0.25,10.19164525,4.6776675,1.8427175,2.9766975,7
9315,M,1.5,1.1875,0.375,29.49765475,13.93377925,6.27941425,8.788345,9
16540,I,1.0625,0.8125,0.2375,9.99319875,4.8477645,1.757669,2.1262125,8
69885,M,1.675,1.3125,0.4,41.39027,19.06503875,9.11436425,9.7805775,11
56330,M,1.025,0.7625,0.2625,7.69688925,2.6932025,1.48834875,2.9766975,12
53347,M,1.4875,1.1625,0.35,26.1098895,11.35397475,5.74077375,8.15048125,10
70748,I,1.35,1.05,0.3125,22.396105,10.546014,5.386405,5.386405,8
32648,I,0.675,0.4875,0.1625,2.097863,0.86465975,0.46776675,0.850485,4
3254,F,1.2625,1.025,0.375,18.257078,8.0796075,4.1106775,5.953395,8
54841,M,1.4875,1.1875,0.4375,30.1922175,13.79203175,7.3425205,8.0796075,9
65939,M,1.5125,1.1625,0.3875,31.241149,16.839603,7.3992195,7.2291225,10
27882,F,1.05,0.875,0.2875,12.54465375,4.9611625,2.778251,4.9611625,11
33820,I,1.6125,1.25,0.375,32.89959475,17.42076775,7.41339425,8.3631025,9
71493,M,1.4,1.0625,0.375,20.3265915,9.8372765,4.60679375,6.0951425,9
14043,F,1.6,1.25,0.425,36.230661,16.0174675,8.32057825,10.20582,9
17887,I,1.375,1.075,0.4125,21.9708625,11.4815475,4.5075705,6.23689,7
23273,M,1.5625,1.175,0.3875,26.12406425,11.55242125,5.6415505,8.9300925,10
39290,M,1.5,1.1875,0.3375,29.63940225,12.82814875,6.80388,8.51902475,14
30901,M,1.3875,1.1,0.3375,27.9242575,13.53688625,7.15824875,6.6621325,8
65518,F,1.6875,1.3,0.475,42.297454,16.96717575,9.241937,15.26620575,10
69388,I,0.5625,0.425,0.1125,1.530873,0.623689,0.4252425,0.56699,5
57261,F,1.2625,1.0,0.425,17.78931125,7.5693165,3.33106625,6.6621325,14
61631,F,1.325,1.05,0.3625,23.473386,11.623295,5.896696,4.26659975,9
40305,M,1.7,1.2625,0.3875,38.782116,17.61921425,9.7805775,9.7805775,11
65379,M,1.425,1.125,0.375,24.6357155,10.035723,5.17378375,8.221355,11
31338,I,1.325,1.0625,0.375,21.21960075,9.6671795,4.57844425,6.9456275,9
36464,I,1.075,0.75,0.225,8.17883075,3.61456125,1.4458245,3.118445,7
27497,I,0.4125,0.3,0.1,0.5953395,0.1417475,0.09922325,0.18427175,4
31534,F,1.3625,1.0375,0.35,23.57260925,9.48290775,4.26659975,6.7755305,15
14221,M,1.6125,1.25,0.4125,34.60056475,14.911837,7.98038425,9.63883,11
27630,F,1.1875,0.8875,0.3125,15.80484625,8.46232575,2.87747425,4.252425,9
14802,F,1.5375,1.1875,0.4125,31.6096925,14.89766225,6.67630725,9.922325,13
56818,F,1.3125,1.0,0.375,17.95940825,6.81805475,3.72795925,5.5281525,13
17170,M,1.375,1.075,0.325,20.96445525,10.47514025,4.706017,5.10291,10
1146,F,1.6125,1.2625,0.4125,37.98833,15.06775925,7.98038425,11.623295,10
11736,M,1.4375,1.125,0.35,22.01338675,10.36174225,4.5075705,6.520385,9
20489,M,1.0125,0.7625,0.225,9.19941275,4.6776675,1.304077,2.6365035,6
20265,F,1.2,0.925,0.2875,12.6722265,4.43669675,2.6932025,4.40834725,8
51709,F,1.525,1.2,0.4125,32.98464325,15.86154525,7.98038425,8.6465975,10
55670,F,1.65,1.3125,0.5125,38.4702715,14.84096325,7.6260155,13.28174075,20
69264,M,1.5375,1.175,0.375,28.91649,14.92601175,5.8116475,6.9456275,8
19669,I,0.775,0.6,0.1875,4.762716,2.324659,1.13398,1.2757275,6
2495,I,1.175,0.925,0.25,14.72756525,5.71242425,2.9199985,3.5436875,7
38530,F,1.3625,1.1,0.4125,26.2799865,9.752228,5.14543425,10.6310625,15
68062,I,1.4875,1.1625,0.375,26.251637,12.0485375,5.57067675,8.50485,9
21874,I,1.05,0.8125,0.2375,10.149121,4.46504625,2.4664065,2.67902775,7
17523,I,1.275,1.0125,0.3125,14.07552675,5.8116475,3.2601925,4.819415,9
35305,M,1.675,1.325,0.4625,43.3463855,15.4504775,8.4765005,13.324265,16
72781,M,1.625,1.275,0.3875,34.65726375,14.04717725,7.64019025,8.6465975,10
70956,I,0.7,0.525,0.175,3.01922175,1.1056305,0.83631025,0.72291225,6
29238,M,1.1875,0.9375,0.3,14.67086625,5.40057975,3.3168915,4.819415,9
17607,M,1.5625,1.2,0.425,35.833768,15.195332,6.8889285,9.07184,10
61,I,0.6875,0.55,0.175,2.83495,1.1056305,1.020582,0.9922325,3
48779,I,1.2625,0.95,0.35,17.6617385,8.66077225,4.025629,4.9611625,8
50596,I,1.4,1.0625,0.35,22.5378525,10.70193625,4.89028875,5.2446575,10
50463,F,1.6375,1.3,0.4875,42.354153,17.4349425,11.15552825,11.509897,11
6169,M,1.5625,1.1875,0.3625,31.90736225,16.726205,7.0023265,7.41339425,11
63919,I,0.7625,0.575,0.2,4.309124,1.7860185,0.86465975,1.2757275,6
44725,F,1.7,1.3125,0.4875,50.39123625,23.0481435,10.70193625,12.3320325,11
28881,M,1.375,1.15,0.35,23.99785175,9.6104805,4.7343665,8.3631025,8
50366,M,1.45,1.15,0.3375,27.71163625,13.16834275,5.17378375,7.767763,10
11147,F,1.6875,1.2625,0.4,43.431434,20.97863,10.13494625,10.81533425,10
40944,I,1.0875,0.8125,0.225,10.53183925,4.0539785,2.33883375,2.9766975,7
72017,I,1.2125,0.9375,0.2875,14.798439,6.917278,3.58621175,4.80524025,9
19596,M,1.6875,1.375,0.45,50.53298375,14.911837,10.602713,15.30873,16
41313,F,1.55,1.2125,0.425,32.205032,11.52407175,7.86698625,10.489315,19
38201,M,1.475,1.175,0.3875,28.67551925,14.2030995,6.25106475,7.37087,9
64953,M,1.45,1.125,0.375,23.7285315,10.489315,4.63514325,6.87475375,11
60416,M,1.375,1.075,0.375,22.2543575,7.994559,5.273007,7.7961125,11
4844,F,1.575,1.2625,0.45,35.2384285,17.56251525,8.03708325,9.7805775,11
54884,F,1.575,1.2375,0.4375,34.23202125,15.46465225,7.2858215,9.4970825,10
3289,F,1.15,0.9375,0.325,14.5432935,6.350288,3.33106625,4.819415,12
27440,M,1.5,1.2125,0.4125,32.16250775,15.4504775,5.06038575,8.6465975,10
38122,F,1.3875,1.1,0.35,22.5945515,9.6671795,4.8477645,7.37087,9
49198,M,1.55,1.225,0.375,32.0065855,12.40290625,7.24329725,8.3631025,10
42526,I,1.2125,0.925,0.3125,16.499409,7.04485075,3.72795925,4.819415,6
48376,M,1.425,1.1,0.325,26.138239,11.69416875,6.917278,8.221355,13
25512,M,1.2125,1.025,0.325,19.731252,6.81805475,4.60679375,5.54232725,10
52544,F,1.175,0.925,0.3125,16.23008875,6.8889285,3.742134,4.5075705,15
37821,M,1.4125,1.1375,0.3875,24.720764,9.19941275,5.386405,8.0796075,11
23330,F,1.0875,0.775,0.275,9.68135425,3.81300775,2.0695135,2.494756,10
59418,I,1.0625,0.85,0.2625,11.46737275,5.896696,2.041164,2.9766975,8
48421,I,1.15,0.875,0.275,13.8062065,5.74077375,2.50893075,4.9611625,9
21844,I,1.2875,1.0625,0.3875,21.92833825,9.7238785,3.4869885,5.6699,8
61432,M,1.4125,1.125,0.375,26.26581175,10.78698475,5.8683465,7.5126175,12
602,M,1.575,1.1875,0.4375,34.91240925,15.03940975,8.32057825,9.4970825,11
54589,F,1.425,1.075,0.375,22.97726975,9.7805775,5.3013565,6.80388,9
57571,M,1.625,1.3125,0.4375,43.828327,18.9091165,9.96484925,10.3475675,11
52670,F,1.3,1.0625,0.3,20.638436,10.2341695,4.309124,5.953395,10
70701,M,1.475,1.15,0.325,26.86115125,10.149121,5.8683465,6.6621325,9
18104,I,1.1625,0.9125,0.2875,13.67863375,5.953395,2.93417325,4.35164825,8
31492,M,1.275,0.975,0.3,18.01610725,9.355335,3.86970675,4.819415,9
37949,F,1.2875,1.0,0.3125,18.01610725,8.34892775,5.046211,4.309124,9
51835,M,1.7375,1.3625,0.425,47.89648025,21.24795025,10.602713,12.757275,12
20231,M,1.6125,1.25,0.45,37.63396125,16.896302,7.95203475,10.20582,11
7918,I,1.3625,1.0125,0.3125,18.4555245,8.32057825,5.386405,5.386405,13
50353,I,1.3,1.0,0.35,18.4555245,8.32057825,3.64291075,5.386405,9
34277,M,1.625,1.3125,0.4375,41.39027,19.731252,7.52679225,11.056305,11
59176,M,1.8125,1.425,0.5,62.652395,28.22192725,12.48795475,14.17475,10
49672,M,1.425,1.0875,0.375,23.019794,9.51125725,4.422522,7.2291225,10
9423,I,0.5375,0.3125,0.1125,1.31825175,0.5386405,0.18427175,0.41106775,4
30065,M,1.125,0.875,0.35,21.21960075,7.8528115,3.798833,5.386405,15
62702,I,1.3,1.0,0.3625,18.71067,7.52679225,3.86970675,6.0951425,15
55557,M,1.525,1.1,0.375,24.50814275,12.246984,5.71242425,6.19436575,9
62134,F,1.6125,1.275,0.4375,47.18774275,18.427175,10.41844125,16.44271,13
35275,F,1.5625,1.25,0.4125,32.78619675,13.1258185,6.27941425,10.20582,10
33404,F,1.3125,1.025,0.3375,17.7751365,6.577084,3.84135725,6.6621325,10
12193,I,0.8125,0.6125,0.2125,4.52174525,2.1829115,1.077281,1.23320325,6
53834,I,0.6375,0.5,0.1625,2.87747425,1.1623295,0.3118445,0.7087375,5
52690,I,1.3125,1.0,0.3125,19.1926115,8.164656,3.7137845,5.5281525,8
18798,I,1.0625,0.775,0.2875,10.95708175,4.66349275,2.0128145,3.118445,7
69610,M,1.175,0.9,0.25,14.1464005,6.25106475,3.72795925,4.1106775,8
67171,I,1.0375,0.775,0.2375,7.200773,3.18931875,1.77184375,2.26796,7
8570,I,1.375,1.1125,0.3625,24.720764,12.40290625,5.40057975,6.747181,10
19209,I,1.375,1.1125,0.4,26.09571475,12.587178,5.8116475,7.37087,9
47149,F,1.25,0.9375,0.35,17.7184375,8.6465975,4.082328,4.35164825,10
54966,F,1.2875,1.0125,0.2875,18.6823205,7.66853975,4.6209685,4.819415,9
70372,M,1.375,1.1375,0.4,28.05183025,11.679994,6.05261825,9.07184,16
66558,F,1.25,0.9625,0.325,16.23008875,7.314171,3.75630875,4.7343665,11
8889,I,1.175,0.9375,0.325,14.78426425,6.27941425,3.345241,4.53592,7
8148,F,1.4125,1.1125,0.3625,24.08290025,11.94931425,4.77689075,6.3786375,9
297,M,1.2,0.95,0.3,14.67086625,7.9095105,2.73572675,4.53592,12
65565,M,1.325,1.0625,0.3625,22.80717275,13.99047825,4.57844425,5.953395,10
11475,I,1.025,0.8125,0.275,8.9300925,3.515338,2.324659,2.6932025,7
45753,I,1.2,0.95,0.35,19.901349,9.73805325,4.3941725,5.386405,8
46356,F,1.475,1.125,0.35,25.3728025,11.736693,5.00368675,7.93786,11
12488,M,1.775,1.4125,0.5375,59.53395,21.262125,16.726205,17.0097,13
39010,F,1.65,1.3125,0.4375,45.68521925,17.02387475,10.8578585,11.90679,11
67653,M,1.4375,1.125,0.3625,24.36639525,11.07047975,6.78970525,6.6621325,8
23355,M,1.6,1.3125,0.45,40.25629,16.93882625,8.40562675,11.623295,13
25584,F,1.625,1.3125,0.4375,49.8100715,19.94387325,9.525432,11.056305,12
32622,I,1.1875,0.8875,0.275,12.74310025,5.499803,2.8066005,3.5436875,8
28908,M,1.5125,1.2,0.4125,31.6096925,14.628342,6.76135575,8.9300925,12
71792,I,0.7,0.525,0.175,3.81300775,1.0489315,0.89300925,0.850485,6
52688,I,1.2875,1.025,0.35,19.447757,9.922325,4.3941725,4.9611625,8
30491,F,1.1875,0.9125,0.3375,14.44407025,5.8683465,3.2601925,4.6776675,12
7356,M,1.5625,1.2125,0.3625,27.669112,13.19669225,6.13766675,7.087375,11
51724,M,1.675,1.3125,0.475,40.24211525,17.67591325,8.85921875,12.190285,10
42694,I,1.2125,0.9,0.3125,16.23008875,7.030676,3.01922175,4.9611625,9
59625,F,1.5,1.175,0.4375,31.3261975,13.79203175,7.0023265,8.9300925,9
4335,M,1.4375,1.125,0.3625,23.48756075,10.02154825,5.8683465,6.80388,10
58052,I,1.3375,1.05,0.3625,24.87668625,10.716111,6.19436575,6.23689,8
38927,M,1.525,1.2,0.4125,36.27318525,16.0174675,8.5898985,8.9300925,11
19545,F,1.225,0.95,0.325,16.96717575,6.5487345,3.44446425,5.6699,9
13192,M,1.475,1.1875,0.4125,31.6096925,11.963489,6.973977,9.355335,15
22248,I,0.9875,0.7375,0.2375,9.36950975,3.98310475,1.99863975,2.83495,6
39514,F,1.4,1.1,0.3125,23.00561925,10.47514025,5.2446575,5.953395,9
62131,M,1.525,1.2125,0.4125,30.1922175,12.927372,7.200773,8.9300925,14
14238,I,1.0,0.825,0.2625,10.27669375,4.43669675,1.99863975,3.5436875,7
41088,I,0.5875,0.45,0.2,1.82854275,0.60951425,0.49611625,0.60951425,5
50891,M,1.525,1.125,0.425,32.31843,11.15552825,6.90310325,8.788345,10
