id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
18948,3,0,1,2,0,0,1,31,2018,6,20,1,0,0,0,110.7,0,1
5196,2,1,0,3,0,0,0,43,2018,8,1,1,0,0,0,194.85,0,0
6547,2,0,2,5,0,0,0,115,2018,4,4,1,0,0,0,90.95,1,0
15014,1,0,0,3,0,0,0,32,2017,11,10,0,0,0,0,73.0,0,0
31295,2,0,0,3,0,0,0,113,2018,6,3,0,0,0,0,100.0,0,0
29676,0,2,0,1,0,0,2,1,2018,4,7,1,0,0,0,104.0,1,0
19103,3,0,0,2,0,1,1,8,2018,6,22,1,0,0,0,187.0,2,0
37264,2,0,1,2,2,0,0,377,2018,10,14,0,0,0,0,115.0,1,1
8900,2,2,1,1,0,0,3,27,2018,7,11,1,0,0,0,182.33,0,0
556,2,0,1,1,1,0,0,97,2018,5,16,0,0,0,0,85.5,0,0
7508,2,1,0,1,0,0,0,165,2018,8,9,1,0,0,0,130.5,0,1
22710,1,0,0,3,0,0,0,76,2018,12,7,0,0,0,0,75.0,0,0
17259,2,0,0,2,0,0,0,40,2018,10,24,0,0,0,0,85.0,0,0
21701,2,2,0,4,0,0,3,2,2018,6,29,1,0,0,0,206.0,0,1
24893,1,0,1,5,0,0,0,32,2018,2,26,1,0,0,0,73.9,0,1
35697,2,0,0,2,2,0,0,6,2017,9,8,0,0,0,0,58.5,0,0
38349,2,0,2,1,0,0,0,164,2018,9,9,1,0,0,0,126.9,1,1
24655,3,1,2,2,0,0,0,77,2018,6,19,1,0,0,0,153.18,2,0
7582,2,0,0,3,0,0,1,95,2018,10,6,1,0,0,0,132.3,1,0
37661,2,2,0,1,0,1,3,10,2018,8,19,1,0,0,0,220.0,1,0
21858,3,0,0,2,0,0,1,7,2018,4,13,1,0,0,0,146.0,1,0
8079,2,0,2,3,0,0,0,38,2017,11,1,0,0,0,0,60.0,1,0
24889,2,2,0,1,0,0,2,62,2018,7,6,1,0,0,0,112.88,0,0
5778,2,2,1,3,0,0,3,80,2018,7,28,1,0,0,0,147.9,2,0
22349,2,0,0,2,2,0,1,21,2018,6,17,1,0,0,0,126.0,0,1
35070,2,1,0,3,0,0,0,21,2018,2,12,1,0,0,0,109.0,0,1
30393,2,0,0,2,0,0,0,273,2018,5,20,0,0,0,0,95.0,0,1
37871,2,2,0,1,0,0,2,110,2018,5,12,1,0,0,0,139.5,0,1
6440,2,0,1,3,2,0,0,191,2018,8,8,1,0,0,0,131.75,0,1
33116,2,0,0,3,0,0,0,286,2018,10,6,0,0,0,0,90.0,0,1
13512,2,0,2,1,2,0,0,109,2017,7,16,0,0,0,0,82.0,0,0
36010,2,0,2,6,0,0,0,336,2018,9,4,0,0,0,0,84.13,0,1
23273,1,0,0,3,0,0,0,4,2018,1,19,0,0,0,0,80.0,0,0
12099,2,0,0,1,0,0,0,44,2018,2,15,0,0,0,0,75.0,0,0
11365,2,0,1,4,0,0,1,79,2018,4,4,1,0,0,0,95.2,0,1
15533,1,0,0,2,0,0,0,188,2018,6,24,0,0,0,0,130.0,0,1
9629,2,0,2,2,0,0,1,1,2018,11,6,1,0,0,0,165.75,2,0
11495,1,0,0,1,0,0,0,39,2018,12,14,2,0,0,0,65.0,0,0
32255,2,1,0,4,0,0,0,15,2018,3,14,1,0,0,0,152.1,0,0
26527,2,2,2,3,0,0,3,58,2018,4,24,1,0,0,0,207.9,0,1
5440,2,0,0,3,0,0,1,163,2018,9,8,1,0,0,0,140.4,0,1
23642,3,0,1,0,0,0,1,81,2018,10,16,1,0,0,0,151.2,0,1
26837,2,0,0,1,1,0,0,109,2018,10,2,1,0,0,0,108.0,1,1
10784,2,0,0,5,0,0,0,89,2017,11,29,1,0,0,0,72.25,3,0
39006,2,0,0,3,0,0,0,35,2018,10,25,0,0,0,0,85.0,0,0
3345,2,1,2,3,0,0,0,123,2018,5,15,1,0,0,0,114.75,2,1
35986,1,0,1,1,0,0,0,219,2018,10,24,1,0,0,0,106.25,0,1
2769,2,0,0,2,2,0,0,39,2017,8,14,1,0,0,0,109.0,0,0
22166,1,0,0,4,1,0,0,60,2017,3,22,1,0,0,0,49.58,1,1
40881,2,0,0,3,0,0,0,42,2018,11,6,0,0,0,0,118.0,2,0
11227,2,1,1,1,0,0,0,0,2018,6,30,1,0,0,0,159.0,2,0
18303,2,0,0,5,0,0,0,40,2018,12,27,0,0,0,0,70.0,2,0
32686,2,0,2,2,0,0,0,90,2018,10,17,0,0,0,0,80.75,0,0
12011,2,0,2,5,2,0,0,17,2018,11,21,1,0,0,0,143.43,0,1
26781,1,0,0,1,2,0,0,55,2018,1,31,0,0,0,0,63.0,0,0
8629,2,2,1,0,0,0,3,11,2018,5,20,1,0,0,0,296.0,1,0
34099,2,0,2,5,0,0,0,115,2017,12,3,1,0,0,0,72.25,0,1
13416,2,0,0,1,0,0,0,173,2018,8,2,1,0,0,0,105.3,0,1
28791,2,0,2,2,0,0,1,175,2018,9,26,1,0,0,0,140.4,0,1
14778,2,0,2,5,0,0,1,56,2018,9,6,1,0,0,0,94.86,3,0
39383,1,0,0,2,1,0,0,14,2018,5,22,0,0,0,0,98.8,0,0
31507,2,0,2,3,0,0,0,111,2018,4,28,1,0,0,0,102.85,0,1
2309,1,0,2,4,0,0,0,71,2018,6,1,1,0,0,0,120.0,0,1
39439,1,0,0,3,0,0,0,64,2018,4,21,1,0,0,0,91.2,0,1
11537,3,0,1,5,0,0,0,71,2018,8,22,0,0,0,0,96.9,0,0
36103,2,1,2,3,0,0,0,56,2018,4,24,1,0,0,0,115.09,1,0
8914,2,0,1,1,0,0,1,109,2018,6,13,0,0,0,0,90.95,0,0
25742,2,2,0,1,0,0,3,0,2018,3,23,1,0,0,0,201.0,2,0
28027,2,0,0,3,0,0,1,151,2018,6,2,1,0,0,0,95.4,0,1
22393,2,2,0,2,0,0,3,11,2018,9,20,1,0,0,0,248.0,2,0
4182,2,0,1,2,0,0,0,81,2018,3,25,0,0,0,0,60.0,0,0
37625,2,0,0,1,0,0,0,106,2018,7,13,0,0,0,0,72.25,1,1
16551,1,0,0,3,0,0,0,181,2018,10,28,1,0,0,0,90.9,1,1
24237,2,0,1,2,1,0,0,146,2018,5,30,1,0,0,0,94.8,1,0
13115,2,0,2,1,0,0,1,2,2017,10,11,0,0,0,0,123.0,1,0
1059,2,1,2,5,0,0,0,145,2018,6,28,1,0,0,0,106.71,0,1
37799,2,0,2,3,0,0,2,23,2017,10,20,1,0,0,0,94.95,1,0
40253,2,0,1,3,0,0,1,122,2018,7,4,1,0,0,0,121.5,0,1
41265,2,0,2,0,0,0,0,258,2018,10,16,0,0,0,0,110.0,1,1
3612,2,0,2,5,1,0,0,89,2018,3,31,1,0,0,0,83.66,1,1
34295,1,0,2,1,0,0,1,34,2018,2,28,1,0,0,0,87.3,0,1
29933,1,1,3,9,0,0,0,12,2017,9,1,0,0,0,0,98.5,1,0
28427,2,0,0,1,2,0,0,138,2017,8,24,0,0,0,0,94.5,0,1
20394,2,0,1,5,1,0,0,125,2018,8,1,1,0,0,0,76.5,1,1
29864,1,0,0,1,0,0,4,2,2018,10,6,2,0,0,0,96.0,0,0
7968,2,2,0,1,0,0,3,9,2018,9,8,1,0,0,0,197.0,1,0
12655,2,0,0,1,0,0,1,21,2018,9,28,1,0,0,0,164.0,0,1
18776,2,0,2,3,2,0,0,12,2017,12,19,0,0,0,0,58.0,1,0
16631,2,0,0,1,0,0,0,128,2018,7,26,1,0,0,0,105.3,1,0
11428,1,0,0,3,0,0,0,74,2018,11,14,0,0,0,0,75.0,0,0
2367,2,0,1,0,1,0,0,122,2018,10,19,1,0,0,0,108.0,1,1
1940,2,0,2,1,0,0,0,23,2018,10,14,0,0,0,0,85.0,0,1
13427,2,0,0,3,0,0,0,99,2018,1,29,1,0,0,0,85.5,1,0
16834,2,0,2,2,0,0,0,143,2018,11,25,0,0,0,0,90.0,0,1
8679,2,2,0,1,0,0,3,0,2018,8,29,1,0,0,0,220.0,0,1
26643,3,0,2,2,0,0,1,224,2018,8,14,1,0,0,0,137.7,0,1
21748,1,0,1,3,0,0,0,63,2018,4,12,1,0,0,0,99.9,1,0
31913,2,0,1,2,0,0,0,290,2018,6,19,0,0,0,0,72.0,0,1
26106,2,0,1,0,1,0,0,121,2018,11,14,1,0,0,0,79.2,1,1
12155,2,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,95.0,0,1
26978,2,0,1,5,0,0,1,98,2018,5,8,0,0,0,0,90.95,1,0
4720,2,0,2,5,0,0,0,256,2018,10,16,1,0,0,0,100.75,1,1
29216,2,0,0,4,0,0,0,209,2018,9,17,1,0,0,0,119.85,2,1
2732,2,0,1,3,0,0,2,12,2018,10,3,0,0,0,0,65.0,0,0
35101,2,0,2,1,0,0,0,166,2018,8,27,1,0,0,0,96.3,0,1
13344,2,0,1,3,0,0,1,66,2018,3,31,1,0,0,0,104.85,1,0
1063,1,0,2,2,0,0,0,77,2018,2,16,1,0,0,0,69.84,0,0
11282,1,1,0,3,0,0,1,12,2017,10,6,0,0,0,0,123.3,0,0
31271,2,0,0,1,0,0,0,39,2017,11,25,0,0,0,0,65.0,0,0
7552,1,0,0,1,0,0,0,55,2017,7,7,2,0,0,0,79.0,0,1
30759,2,0,0,2,2,0,0,63,2018,9,24,0,0,0,0,116.0,0,0
41997,3,0,2,1,0,0,1,119,2018,10,2,1,0,0,0,151.2,3,0
36053,2,0,2,1,0,0,0,44,2018,4,22,0,0,0,0,95.0,0,0
6228,2,0,0,2,0,0,0,62,2018,9,23,0,0,0,0,71.4,0,0
27507,2,0,0,2,2,0,0,263,2018,10,21,1,0,0,0,110.0,0,1
15281,2,0,0,3,0,0,0,136,2018,10,6,1,0,0,0,118.8,0,1
25749,1,0,0,1,0,0,0,47,2017,8,18,0,0,0,0,100.0,1,0
22474,2,0,0,5,2,0,0,277,2018,9,5,0,0,0,0,89.14,0,1
27238,2,0,2,2,1,0,0,70,2018,3,2,0,0,0,0,59.5,0,0
41645,2,2,0,2,0,0,5,28,2018,7,13,1,0,0,0,231.78,1,0
15772,1,0,0,1,0,0,0,60,2017,10,12,0,0,0,0,65.0,0,0
27583,2,0,0,2,0,0,0,12,2017,10,4,0,0,0,0,72.0,0,0
32663,2,2,1,1,0,0,3,32,2018,2,22,1,0,0,0,171.9,0,1
12738,2,0,0,2,2,0,1,122,2018,3,27,0,0,0,0,107.0,1,0
11685,2,0,1,2,2,0,0,161,2018,3,25,1,0,0,0,130.0,0,1
2428,2,0,1,3,1,0,0,108,2018,11,24,1,0,0,0,93.4,0,0
8935,2,0,2,3,0,0,1,189,2018,7,30,0,0,0,0,90.95,1,0
37566,2,0,2,3,0,0,1,98,2018,5,21,1,0,0,0,132.6,1,0
24011,2,0,0,2,2,0,0,56,2017,9,8,0,0,0,0,82.0,0,0
21286,2,0,2,3,1,0,0,72,2018,3,20,0,0,0,0,63.75,0,1
35156,2,0,0,4,0,0,0,207,2018,8,28,0,0,0,0,72.25,1,0
11125,2,0,0,2,0,0,1,76,2018,5,10,1,0,0,0,140.4,0,0
39594,2,0,2,5,0,0,1,115,2018,8,1,1,0,0,0,131.4,0,1
20903,2,0,1,2,0,0,1,84,2018,12,30,1,0,0,0,117.73,2,0
34908,2,1,1,0,0,0,0,162,2018,7,9,1,0,0,0,130.5,0,1
31215,2,0,0,2,0,0,0,256,2018,8,18,0,0,0,0,115.0,1,1
40338,2,0,2,2,0,0,1,83,2018,4,16,1,0,0,0,103.7,2,0
11833,2,0,0,1,0,0,1,2,2018,9,19,1,0,0,0,168.0,1,0
34802,2,0,0,4,1,0,0,214,2018,8,25,1,0,0,0,80.75,1,1
23582,2,0,1,3,0,0,1,56,2018,3,18,1,0,0,0,65.49,1,0
28578,2,0,2,0,1,0,0,146,2018,8,27,1,0,0,0,94.5,0,1
34597,2,0,0,1,0,0,0,151,2018,9,15,1,0,0,0,126.9,2,1
28285,2,0,1,0,0,0,0,309,2018,5,13,0,0,0,0,65.0,0,0
28471,2,0,0,2,0,0,0,386,2018,10,23,1,0,0,0,90.0,0,1
9091,2,0,0,2,0,0,0,1,2018,8,20,0,0,0,0,130.0,1,0
4198,2,0,2,2,0,0,0,166,2018,6,19,1,0,0,0,100.3,0,0
4479,2,0,0,1,0,0,0,182,2018,9,12,0,0,0,0,120.0,0,1
20244,3,0,2,2,0,0,1,82,2018,4,30,1,0,0,0,122.76,0,0
24545,2,0,2,1,0,0,1,130,2018,10,1,1,0,0,0,104.4,2,0
18868,2,0,0,4,0,0,0,109,2018,7,7,0,0,0,0,72.25,0,0
29043,2,2,2,0,0,0,3,35,2018,6,4,1,0,0,0,162.35,1,0
40249,2,0,2,3,0,0,0,112,2017,7,13,1,0,0,0,76.5,1,0
17147,2,0,1,2,0,0,0,141,2018,8,15,1,0,0,0,104.55,0,0
13987,2,0,1,2,0,0,0,59,2018,6,27,0,0,0,0,85.5,0,0
12603,1,0,1,2,0,0,0,47,2018,3,5,1,0,0,0,73.95,0,1
24271,2,0,0,2,0,0,0,40,2018,10,25,0,0,0,0,85.0,0,0
33741,2,0,0,3,0,0,0,71,2018,5,12,0,0,0,0,90.0,0,0
2005,2,1,2,3,0,0,0,4,2018,3,25,1,0,0,0,149.0,2,0
35653,2,0,0,2,0,0,0,242,2018,9,9,1,0,0,0,100.3,0,1
15316,1,0,1,1,0,0,0,35,2018,9,26,0,0,0,0,99.0,0,0
9563,2,0,2,5,0,0,1,112,2018,6,1,1,0,0,0,132.6,0,1
22521,2,0,0,2,1,0,0,132,2018,7,7,1,0,0,0,139.0,0,1
23607,2,0,1,1,0,0,2,36,2018,3,21,1,0,0,0,71.55,1,0
36406,2,0,1,1,0,0,1,24,2018,12,26,0,0,0,0,47.33,0,0
17490,2,0,2,2,0,0,0,164,2018,7,3,1,0,0,0,99.45,1,1
34995,2,0,1,3,1,0,0,12,2018,5,30,0,0,0,0,79.11,0,1
35326,1,0,0,1,0,0,1,0,2018,9,15,1,0,0,0,163.0,0,0
4026,2,0,0,3,0,0,0,14,2017,12,16,0,0,0,0,58.0,2,0
12568,3,0,0,2,0,0,1,119,2018,6,29,1,0,0,0,146.7,3,0
31661,2,0,0,1,0,0,0,4,2018,6,9,0,0,0,0,120.0,1,0
12554,2,0,1,3,1,0,0,51,2017,12,5,1,0,0,0,63.75,1,0
6325,2,0,1,2,0,0,0,302,2018,9,16,0,0,0,0,100.0,0,0
720,1,0,0,3,0,0,0,56,2018,9,22,0,0,0,0,185.0,0,0
31744,3,0,1,0,0,0,1,25,2018,4,25,1,0,0,0,152.0,0,0
21088,2,0,1,3,0,0,0,60,2018,12,8,0,0,0,0,68.0,0,0
16477,2,0,2,1,0,0,0,46,2018,11,1,0,0,0,0,75.0,0,0
34012,2,1,2,4,0,0,0,15,2018,12,25,1,0,0,0,93.44,2,0
20649,2,1,1,2,0,0,0,124,2018,8,8,1,0,0,0,96.3,3,0
12797,3,0,0,3,2,0,1,29,2018,11,16,1,0,0,0,140.0,2,0
5805,3,0,2,5,0,0,0,148,2018,8,25,1,0,0,0,91.68,1,0
5194,2,0,2,3,0,0,0,128,2018,8,9,1,0,0,0,114.3,0,1
17470,2,0,0,1,0,0,0,116,2018,5,31,1,0,0,0,105.3,0,1
28619,2,0,1,3,0,0,0,75,2018,10,26,0,0,0,0,80.75,0,0
19098,1,0,1,3,0,0,0,160,2018,11,18,1,0,0,0,117.68,0,1
26090,2,0,1,2,0,0,0,186,2018,4,15,0,0,0,0,120.0,0,1
40241,1,0,0,1,0,0,0,8,2018,11,5,0,0,0,0,120.0,0,1
22881,2,0,0,3,0,0,0,37,2018,12,13,0,0,0,0,105.0,0,0
2332,2,0,0,1,2,0,0,3,2018,5,21,0,0,0,0,112.0,1,0
3423,3,0,0,1,0,0,1,1,2018,7,17,0,0,0,0,197.0,2,0
14284,2,0,1,3,0,0,2,95,2018,10,19,1,0,0,0,108.0,1,0
19776,2,0,1,5,0,0,0,39,2018,12,27,0,0,0,0,68.0,0,0
15049,2,0,0,4,0,0,0,29,2017,12,15,0,0,0,0,38.67,0,0
15050,2,0,1,4,0,0,0,40,2017,10,5,0,0,0,0,112.0,0,0
30011,2,0,0,3,0,0,1,14,2017,9,22,0,0,0,0,107.0,0,0
4834,2,0,0,3,0,0,1,14,2018,6,16,1,0,0,0,166.0,2,0
30169,3,0,1,1,0,0,1,121,2018,8,1,1,0,0,0,122.4,0,0
33656,2,0,1,1,0,0,0,148,2018,7,11,1,0,0,0,96.3,0,1
9578,2,0,0,2,0,0,0,278,2018,12,9,1,0,0,0,78.3,3,0
18943,2,0,1,3,0,0,0,15,2018,11,7,1,0,0,0,200.0,2,0
22826,3,0,1,2,0,0,1,55,2018,5,9,1,0,0,0,159.3,2,0
19633,2,0,2,2,2,0,0,40,2018,3,5,1,0,0,0,116.1,2,0
37167,1,0,1,2,0,0,0,77,2018,11,18,1,0,0,0,86.4,0,1
31659,1,0,0,1,0,0,0,7,2017,8,29,0,0,0,0,67.0,0,0
6878,2,3,0,1,0,0,3,25,2018,7,30,1,0,0,0,189.0,0,1
3608,2,0,0,3,0,0,1,68,2018,9,6,1,0,0,0,149.4,3,0
41490,2,0,2,3,0,0,1,114,2018,4,30,1,0,0,0,106.74,1,0
33964,2,0,2,1,2,0,0,80,2018,6,26,0,0,0,0,100.0,0,0
28030,1,0,2,1,0,0,0,99,2018,2,28,0,0,0,0,65.0,0,1
12567,1,0,2,1,0,0,0,116,2018,2,28,0,0,0,0,62.0,0,0
37367,1,0,1,2,0,0,0,34,2017,10,23,0,0,0,0,99.3,0,0
14370,2,0,0,3,2,0,0,16,2018,4,16,0,0,0,0,104.0,0,0
20824,1,0,0,3,2,0,0,13,2018,4,26,0,0,0,0,90.0,0,0
25871,1,0,2,1,0,0,0,93,2018,10,16,1,0,0,0,115.0,0,1
15462,2,0,0,2,2,0,0,273,2017,10,17,1,0,0,0,109.0,0,1
8674,2,0,1,1,2,0,0,247,2018,6,8,0,0,0,0,115.0,1,1
38645,3,0,0,4,1,0,0,162,2018,7,14,1,0,0,0,86.82,1,0
27015,2,0,0,2,0,0,0,39,2018,10,27,0,0,0,0,85.5,0,0
20909,3,0,0,3,0,0,1,128,2018,7,11,1,0,0,0,137.7,2,0
26552,2,0,0,3,1,0,0,121,2018,7,27,1,0,0,0,103.5,1,0
15451,2,0,0,1,0,0,0,180,2018,8,27,1,0,0,0,96.3,0,1
601,2,0,0,2,0,0,1,4,2018,9,26,0,0,0,0,107.0,0,0
20813,2,0,2,2,0,0,0,269,2018,12,29,0,0,0,0,70.0,0,0
2968,1,0,0,1,0,0,5,0,2017,9,17,4,0,0,0,0.0,1,0
8214,2,2,0,2,0,0,3,188,2018,7,28,1,0,0,0,168.3,0,1
19914,1,0,1,2,0,0,0,0,2018,10,30,0,0,0,0,75.0,0,0
38931,3,0,0,1,0,0,1,26,2018,5,19,1,0,0,0,177.0,2,0
7072,2,0,0,2,1,0,0,229,2018,10,2,1,0,0,0,85.5,0,1
2859,1,0,0,1,0,0,0,2,2018,1,21,2,1,1,1,66.0,0,0
1916,1,1,0,1,0,0,0,10,2017,8,18,1,0,0,0,120.0,1,0
16793,2,1,0,3,0,0,0,22,2018,6,14,1,0,0,0,149.0,2,0
16257,2,0,0,3,0,0,0,166,2018,8,11,0,0,0,0,75.0,0,1
27878,2,0,0,4,0,0,1,5,2018,4,7,1,0,0,0,131.6,0,1
3827,1,0,2,1,0,0,0,117,2018,2,21,0,0,0,0,76.0,0,0
34276,2,0,0,4,0,0,0,217,2018,8,17,1,0,0,0,88.83,0,1
20924,2,0,0,2,0,0,0,265,2018,11,20,1,0,0,0,78.3,0,1
27797,2,2,0,4,0,0,3,33,2017,8,23,1,0,0,0,175.95,1,0
33900,2,0,2,2,0,0,1,12,2018,10,2,0,0,0,0,107.0,1,0
6508,2,1,2,3,0,0,0,162,2018,7,24,1,0,0,0,121.5,2,1
15569,2,0,0,3,0,0,0,85,2018,9,26,0,0,0,0,125.1,0,0
36924,2,0,0,4,0,0,2,6,2017,11,1,1,0,0,0,97.02,1,0
16090,1,0,0,4,0,0,0,58,2018,1,27,0,0,0,0,81.0,0,0
37018,2,0,1,2,2,0,1,64,2018,4,9,1,0,0,0,144.5,2,0
29733,2,0,0,1,0,0,5,2,2017,9,2,4,0,0,0,0.0,1,0
27487,2,1,2,3,0,0,1,66,2018,9,4,1,0,0,0,119.16,2,0
2790,2,0,1,2,0,0,1,180,2018,10,28,1,0,0,0,104.4,0,1
6309,2,1,2,2,0,0,0,94,2018,11,6,1,0,0,0,94.36,0,1
20094,2,0,0,3,2,0,0,11,2018,4,29,1,0,0,0,141.5,0,1
31427,3,0,1,2,0,0,1,53,2018,8,25,1,0,0,0,161.78,1,0
617,1,0,1,2,2,0,0,80,2018,9,26,1,0,0,0,0.0,0,0
15684,2,0,2,2,2,0,0,34,2017,10,19,0,0,0,0,105.12,0,0
16605,1,0,0,3,0,0,0,0,2018,10,12,0,0,0,0,65.0,0,0
22108,1,0,1,1,0,0,0,7,2018,6,15,2,1,2,5,40.0,1,0
18160,2,0,0,3,0,0,0,114,2018,9,8,1,0,0,0,135.9,0,1
39680,1,0,0,3,0,0,0,65,2017,10,2,0,0,0,0,100.0,0,0
34269,2,2,0,1,0,0,3,0,2017,7,15,1,0,0,0,156.0,0,0
34192,2,0,0,2,0,0,0,71,2018,6,22,0,0,0,0,120.0,0,0
25661,2,0,1,1,0,0,4,151,2018,6,27,1,0,0,0,200.0,0,1
29695,2,0,1,1,0,0,0,217,2017,8,10,1,0,0,0,76.5,3,0
31382,2,0,2,0,0,0,0,166,2018,8,27,1,0,0,0,96.3,2,1
40252,1,0,0,3,0,0,0,13,2017,12,8,0,0,0,0,79.0,0,0
5474,2,0,1,5,0,0,2,34,2018,1,31,0,0,0,0,71.52,0,1
27013,2,0,0,3,0,0,1,91,2018,10,19,1,0,0,0,132.3,2,1
7888,2,0,0,3,0,0,0,5,2018,1,8,1,1,11,4,73.9,1,0
29795,3,0,0,3,0,0,1,104,2018,10,25,1,0,0,0,123.3,2,0
2152,2,0,2,2,0,0,0,33,2018,3,25,1,0,0,0,53.58,0,0
39480,2,0,1,1,2,0,0,301,2018,8,30,0,0,0,0,115.0,0,1
15987,2,2,1,4,0,0,3,163,2018,9,28,1,0,0,0,187.28,0,1
32639,2,0,2,5,0,0,1,54,2018,6,30,1,0,0,0,118.8,0,1
35611,2,0,2,2,0,0,1,24,2018,9,18,0,0,0,0,107.0,0,0
39492,2,0,2,2,0,0,0,6,2017,12,3,0,0,0,0,55.0,0,0
36761,2,0,0,4,0,0,1,33,2018,8,24,1,0,0,0,149.4,2,0
5268,2,0,2,4,0,0,1,62,2018,9,21,0,0,0,0,112.88,0,0
27919,2,0,2,2,0,0,0,40,2018,9,18,0,0,0,0,80.75,0,0
22531,1,0,2,3,0,0,0,219,2017,9,4,0,0,0,0,74.0,0,0
25529,2,0,0,3,0,0,0,104,2018,5,4,1,0,0,0,119.7,0,0
18952,2,0,4,8,0,0,0,30,2018,1,23,1,0,0,0,75.27,1,0
6741,2,0,2,4,0,0,0,92,2017,7,6,1,0,0,0,76.5,1,0
35706,2,0,1,5,0,0,0,166,2018,8,8,0,0,0,0,72.25,0,0
35478,1,0,0,1,0,0,0,0,2018,10,13,0,0,0,0,95.0,0,0
25233,3,0,0,1,2,0,1,6,2018,12,26,1,0,0,0,169.93,1,0
35354,1,0,0,1,0,1,0,38,2018,10,13,2,1,0,1,67.0,0,0
33963,2,0,0,2,0,0,0,167,2018,8,5,1,0,0,0,105.3,1,0
2721,2,0,2,3,1,0,0,109,2018,8,19,1,0,0,0,107.55,2,1
27633,1,0,2,2,0,0,0,163,2018,9,5,0,0,0,0,100.0,0,1
3421,2,0,2,1,0,0,0,54,2018,6,4,0,0,0,0,80.75,0,0
41895,2,0,1,2,1,0,0,3,2018,9,6,1,0,0,0,168.0,1,1
5449,2,0,0,3,0,0,1,82,2018,7,6,1,0,0,0,118.8,1,1
19289,2,0,1,2,1,0,0,115,2018,9,18,1,0,0,0,118.8,1,1
12444,1,0,2,5,0,0,0,15,2018,11,3,2,0,0,0,79.75,0,1
37820,1,0,0,4,0,0,0,259,2018,12,7,1,0,0,0,73.95,1,0
2862,1,0,0,3,0,0,1,56,2018,6,1,1,0,0,0,140.4,0,0
26717,2,0,1,4,0,0,0,114,2018,6,29,1,0,0,0,115.25,0,1
1649,2,0,0,3,2,0,0,13,2018,4,6,0,0,0,0,96.0,0,0
7502,2,0,1,1,0,0,0,98,2018,5,7,1,0,0,0,126.9,0,0
9530,1,0,1,0,1,0,0,3,2018,9,21,1,1,0,1,149.0,1,0
35297,1,0,2,1,0,0,0,35,2018,3,7,2,0,0,0,65.0,0,1
13531,2,0,0,1,0,0,1,152,2018,5,6,1,0,0,0,114.3,1,1
7318,2,0,2,5,0,0,2,11,2018,8,1,1,0,0,0,92.93,0,1
13225,2,0,0,1,0,0,1,21,2018,9,25,1,0,0,0,154.0,0,1
42072,1,0,0,3,0,0,0,0,2018,3,15,0,0,0,0,55.0,0,0
38723,2,0,2,3,0,0,1,38,2018,2,19,0,0,0,0,80.2,0,0
26221,3,0,0,2,0,0,1,32,2018,3,25,1,0,0,0,159.3,1,0
22803,2,0,2,1,0,0,0,271,2018,12,3,1,0,0,0,87.3,1,0
19573,2,0,2,5,0,0,0,8,2017,11,15,0,0,0,0,55.0,0,0
14954,2,0,0,1,0,0,0,39,2017,9,29,0,0,0,0,65.0,0,0
8048,2,1,1,0,0,0,1,60,2018,4,2,1,0,0,0,106.2,1,0
28563,2,0,2,1,1,0,0,155,2018,6,26,1,0,0,0,90.95,1,0
10078,3,0,0,4,0,0,1,55,2018,7,14,1,0,0,0,137.7,2,0
24137,2,0,2,3,0,0,1,44,2017,11,5,0,0,0,0,60.0,1,0
37216,2,0,2,2,2,0,0,18,2018,4,13,1,0,0,0,149.0,0,0
327,2,0,0,3,0,0,0,44,2018,8,17,0,0,0,0,75.0,1,0
16615,3,0,2,2,0,0,1,110,2018,7,23,1,0,0,0,139.95,3,0
7332,2,0,0,2,0,0,0,17,2017,10,29,0,0,0,0,80.0,0,0
14052,2,0,0,2,0,0,1,242,2018,10,14,1,0,0,0,104.4,1,1
29591,2,2,1,2,0,0,3,157,2018,8,19,1,0,0,0,217.6,2,1
17865,2,0,2,2,0,0,0,99,2017,10,9,1,0,0,0,89.25,2,0
20062,2,0,1,2,0,0,1,32,2017,10,25,0,0,0,0,75.0,1,0
1186,3,0,1,0,0,0,1,94,2018,9,17,1,0,0,0,168.3,0,1
22506,3,0,4,9,0,0,0,153,2018,7,18,1,0,0,0,131.36,0,1
15147,2,0,0,2,2,0,0,102,2017,10,16,1,0,0,0,109.0,0,1
16856,2,0,1,4,0,0,0,67,2018,3,26,0,0,0,0,76.16,1,0
40323,1,0,0,2,0,0,0,181,2018,6,3,0,0,0,0,120.0,0,1
10920,3,0,3,9,0,0,0,155,2018,8,1,1,0,0,0,135.01,1,1
40959,2,0,1,1,0,0,0,109,2018,10,4,1,0,0,0,108.9,1,0
5372,1,0,0,1,0,0,0,58,2018,1,27,0,0,0,0,81.0,0,0
8267,2,0,1,0,0,0,2,16,2017,12,4,1,0,0,0,105.25,0,0
8196,1,0,1,2,2,0,0,102,2017,10,16,0,0,0,0,80.0,0,1
8681,2,2,0,2,0,0,3,35,2018,3,25,1,0,0,0,162.45,0,1
9300,1,0,0,1,0,0,0,22,2018,1,21,0,0,0,0,62.8,0,0
