id,CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
2519,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,22.75
1407,337.9,189.0,0.0,174.9,9.5,936.0,755.8,91,64.02
2815,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,46.68
941,480.0,0.0,0.0,192.0,0.0,927.4,821.0,3,35.1
801,425.0,106.3,0.0,186.4,8.6,852.1,887.1,7,36.25
4520,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,47.97
256,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,17.57
5302,159.0,169.0,115.0,196.0,6.0,833.0,744.0,28,41.41
647,298.0,0.0,107.0,167.0,11.0,919.0,781.0,28,46.23
1767,540.0,0.0,0.0,162.0,10.9,1125.0,613.0,28,29.98
3398,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,9.13
2057,222.4,0.0,96.7,189.3,7.8,967.1,870.3,14,18.75
2457,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,42.29
4742,238.1,0.0,125.2,164.8,8.9,1001.9,798.9,3,13.52
24,540.0,0.0,0.0,173.0,0.0,1125.0,594.0,7,18.13
1088,213.5,98.1,24.5,213.5,6.7,1065.8,785.6,56,52.42
2337,250.2,166.8,0.0,203.5,0.0,971.8,694.1,14,24.85
3574,427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,42.7
112,277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,33.61
2276,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,66.78
56,236.0,0.0,0.0,194.0,0.0,968.0,885.0,180,25.18
1309,236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,11.65
695,393.0,0.0,0.0,190.0,0.0,1119.0,784.0,7,9.13
1227,277.0,0.0,113.0,194.0,5.9,868.0,780.0,28,39.0
3501,260.0,114.0,86.0,196.0,6.9,860.0,655.0,28,31.87
276,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,30.65
2447,321.0,0.0,141.0,186.0,14.3,880.0,757.0,28,42.13
1833,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,34.57
682,212.6,0.0,100.4,159.4,10.4,1003.5,903.8,14,33.31
5244,252.3,116.0,90.3,183.8,8.9,985.8,694.1,56,56.14
5237,310.0,0.0,0.0,192.0,0.0,974.0,850.0,7,13.12
1137,382.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,42.13
2857,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,43.39
2480,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,9.74
4560,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,39.3
4093,168.9,42.1,163.3,121.8,5.7,1058.7,780.6,14,21.92
3127,480.0,76.0,0.0,192.0,0.0,801.0,802.0,7,24.92
2306,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,31.27
4867,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,7,16.89
3509,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,43.38
4382,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,36.45
4767,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,56.7
4116,159.0,0.0,174.0,174.0,10.0,942.0,783.0,28,44.21
2841,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,38.46
2263,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,120,38.0
4510,261.0,111.0,86.0,195.0,5.2,832.6,790.4,28,51.04
4457,157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,48.72
81,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,38.07
1972,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,39.27
1714,424.0,22.0,0.0,168.0,8.9,822.0,750.0,7,15.04
4726,310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,31.18
2985,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,9.99
1946,446.0,24.0,79.0,162.0,7.0,967.0,712.0,3,28.1
5129,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,24.58
3559,203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,50.94
1610,238.0,188.0,0.0,185.7,0.0,977.0,789.3,28,33.69
2669,238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,32.82
2380,500.0,0.0,0.0,200.0,9.0,1125.0,613.0,28,59.0
2673,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,24.1
5281,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,33.06
4343,302.0,0.0,0.0,203.0,0.0,974.0,817.0,3,9.73
665,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,52.45
3075,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,41.37
4968,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,71.3
1017,531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,28.3
557,310.0,0.0,0.0,192.0,0.0,971.0,850.6,90,67.31
4962,393.0,0.0,0.0,192.0,0.0,940.0,758.0,90,44.21
2803,339.2,0.0,0.0,185.7,0.0,971.8,748.5,7,25.62
1207,252.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,36.45
2646,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,36.8
3832,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,41.94
1510,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,9.01
5119,380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,54.32
3358,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,14.94
266,302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,36.94
4713,374.3,189.2,0.0,170.1,10.1,926.1,756.7,28,62.05
2763,385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,33.4
2111,238.1,0.0,94.1,187.4,5.7,949.9,847.0,100,52.52
3339,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,3.32
1909,155.0,237.0,0.0,174.0,12.0,1047.0,697.0,28,74.99
3220,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,17.95
3603,350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,25.75
3285,374.0,189.2,124.8,140.8,11.3,1075.7,792.7,56,51.02
2647,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,15.61
1784,385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,61.07
1237,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,37.27
5333,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,54.9
3576,200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,26.06
908,236.0,0.0,0.0,191.0,0.0,968.0,885.0,28,26.97
1303,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,365,56.14
3970,322.2,200.9,0.0,203.5,0.0,914.3,688.7,7,23.7
1627,236.0,0.0,0.0,192.0,0.0,940.6,784.3,3,24.85
1522,349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28,34.67
835,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,24.1
358,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,36.8
138,140.0,178.0,175.0,200.0,10.0,809.0,745.0,28,14.2
299,173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,21.48
1556,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,38.63
1003,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,11.98
382,144.0,15.0,132.0,168.0,10.0,884.0,821.0,28,17.2
2298,520.0,0.0,0.0,170.0,5.5,1055.0,805.0,28,32.72
761,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,45.08
5089,325.6,166.4,0.0,173.5,0.0,1075.7,785.6,7,34.9
3543,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,24.45
3996,155.0,183.0,143.0,193.0,9.0,1047.0,697.0,28,29.79
4379,333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,26.92
1402,439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,52.2
3091,525.0,0.0,0.0,186.0,0.0,1125.0,613.0,180,56.85
4654,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,25.48
1932,133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,24.5
4866,290.2,0.0,96.2,168.1,9.4,961.2,865.0,100,54.38
4317,475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,52.91
2328,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,74.17
4847,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,26.86
58,150.0,142.5,0.0,194.7,6.7,973.4,674.0,28,29.65
76,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,52.91
796,139.6,0.0,0.0,192.0,0.0,947.0,839.2,7,8.0
3817,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,25.02
785,425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,66.6
2387,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,21.86
2458,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,9.87
2598,382.6,236.0,0.0,192.0,5.9,941.6,785.6,90,43.57
4663,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,24.45
4180,333.0,0.0,0.0,193.0,0.0,968.0,812.0,270,40.87
910,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,54.77
2902,475.0,0.0,0.0,228.0,0.0,1125.0,613.0,7,55.25
5064,310.0,0.0,0.0,192.0,0.0,970.0,850.6,90,35.96
1257,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,79.99
4072,237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,72.1
4692,397.0,42.2,78.3,185.7,11.3,959.2,734.3,56,70.7
1178,469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,55.94
4059,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,40.86
4424,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,25.37
442,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,41.05
3355,387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,37.81
2503,297.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,17.54
2715,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,67.31
5157,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,30.44
4056,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,180,43.5
2197,310.0,0.0,0.0,192.0,0.0,1050.0,850.0,90,26.92
4153,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,31.27
3193,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,42.92
3839,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.56
3606,469.0,132.4,0.0,185.7,0.0,936.0,704.3,3,15.57
2742,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,38.33
3316,190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,54.38
3557,350.0,0.0,0.0,185.0,0.0,974.0,775.0,28,31.88
1502,166.8,0.0,166.8,203.5,15.0,852.1,641.0,28,67.57
3257,380.0,95.0,0.0,228.0,0.0,1025.0,594.0,7,26.86
3956,133.0,200.0,0.0,192.0,0.0,1125.0,613.2,7,27.68
2011,281.0,0.0,0.0,186.0,0.0,1031.0,795.0,28,38.33
4476,439.0,177.0,0.0,186.0,11.6,884.9,707.9,28,29.79
2754,359.4,359.4,0.0,192.0,0.0,939.2,801.2,3,20.42
4368,202.0,11.0,126.0,206.0,1.7,801.0,801.0,28,80.2
4092,266.0,111.0,0.0,186.0,0.0,1111.0,784.0,28,39.27
6,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,35.1
678,322.0,0.0,0.0,184.0,0.0,968.0,816.0,7,12.46
1943,375.0,0.0,0.0,186.0,8.9,1056.0,769.0,28,60.29
3064,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,32.1
4980,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,29.45
3878,305.3,203.5,0.0,203.5,0.0,965.4,631.0,365,38.21
4159,236.0,0.0,0.0,197.0,0.0,968.0,885.0,180,47.4
2939,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,37.91
4977,296.0,0.0,98.0,196.0,10.9,998.0,801.0,7,14.94
1064,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,45.94
3077,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,3.32
1474,275.0,121.0,128.0,195.0,9.0,923.0,746.0,28,65.2
3946,314.0,0.0,0.0,170.0,10.0,925.0,783.0,28,33.27
4244,356.0,0.0,119.0,193.0,11.0,801.0,778.0,28,29.59
3505,500.0,0.0,0.0,200.0,0.0,1100.0,820.0,7,42.92
2021,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,13.82
4262,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,8.49
3536,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,33.61
2329,288.0,192.0,0.0,192.0,0.0,929.8,716.1,28,33.3
1130,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,33.95
1461,540.0,0.0,0.0,168.0,10.0,941.0,758.0,28,33.42
4898,540.0,0.0,0.0,189.0,0.0,1125.0,633.0,7,7.72
2726,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,42.13
2688,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,43.25
222,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,39.58
5014,255.0,0.0,0.0,192.0,0.0,889.8,885.0,3,21.54
48,236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,39.16
573,133.1,210.7,0.0,197.9,7.0,949.4,696.7,90,54.28
1236,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,66.82
4256,296.0,117.0,187.0,181.0,7.0,828.0,741.0,28,56.34
5242,173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,21.82
4863,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,39.06
267,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,10.34
1104,236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,18.13
1935,387.9,20.0,94.1,157.9,5.5,938.2,845.0,56,56.5
386,181.9,0.0,0.0,185.7,0.0,1012.4,714.3,7,7.4
3870,153.0,118.0,92.0,183.0,12.0,953.0,780.0,28,52.83
3619,304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,50.94
4812,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,49.9
4741,250.2,0.0,100.5,170.2,7.5,998.0,901.8,28,34.57
1563,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,35.96
2952,288.0,142.5,0.0,228.0,0.0,932.0,594.0,28,32.88
209,181.4,0.0,0.0,169.6,7.6,1055.6,777.8,100,69.66
909,290.2,0.0,0.0,185.7,0.0,998.2,704.3,28,39.3
1289,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,35.23
4087,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,41.05
4453,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,49.8
1842,200.0,133.0,0.0,192.0,0.0,913.2,895.3,90,35.36
4430,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,360,46.93
2997,252.3,0.0,98.8,146.3,12.4,987.8,889.0,3,10.35
958,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,35.23
1793,310.0,0.0,0.0,192.0,0.0,1013.0,730.0,14,13.52
2088,295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,16.28
331,144.0,170.0,132.0,178.0,8.0,842.0,709.0,28,31.35
2750,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,24.34
5367,190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,71.62
2465,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,46.93
1774,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,19.11
2776,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,39.3
3548,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,33.73
4398,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,59.76
5360,331.0,0.0,0.0,192.0,0.0,978.0,825.5,28,21.91
5170,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,19.99
2313,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,56.14
3944,277.1,97.8,24.5,160.6,11.2,1061.7,782.5,28,35.23
4137,277.0,0.0,0.0,191.0,0.0,968.0,856.0,91,44.3
1366,304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,44.3
173,141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,64.02
4808,298.1,0.0,107.0,186.4,6.0,879.0,815.2,28,31.65
3897,322.2,183.9,0.0,203.5,0.0,959.2,800.0,14,74.19
3217,154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28,48.99
5159,289.0,155.5,0.0,185.7,0.0,1026.6,724.3,7,44.7
1952,385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,33.08
3857,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,39.64
2036,381.4,0.0,0.0,185.8,0.0,1104.6,784.3,365,41.05
3199,145.9,0.0,182.0,181.9,15.9,884.9,884.9,28,54.38
3861,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,40.76
3475,214.9,53.8,0.0,155.6,9.6,1014.3,780.6,270,54.6
0,525.0,0.0,0.0,186.0,0.0,1125.0,613.0,3,10.38
2174,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,1,52.01
1356,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,78.8
4239,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,25.18
2615,192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,26.74
4322,212.0,0.0,124.8,159.0,10.3,1085.4,799.5,56,35.86
396,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,12.18
4048,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,24.1
2757,183.9,162.4,0.0,203.5,5.0,959.2,800.0,28,29.87
1812,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,10.34
3145,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,21.18
3654,192.0,288.0,0.0,192.0,0.0,932.0,717.8,28,24.4
816,198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,39.23
1572,148.0,145.0,0.0,178.0,8.0,1002.0,689.0,28,17.57
3468,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,39.94
1800,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,61.86
2280,302.0,114.0,0.0,228.0,0.0,932.0,670.0,90,38.22
4833,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,100,54.77
5224,349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28,29.87
2705,218.9,151.2,0.0,153.5,16.5,975.6,651.2,28,44.28
4675,236.0,0.0,0.0,191.0,0.0,968.0,846.0,28,40.93
5152,356.0,0.0,0.0,191.0,0.0,977.0,789.0,28,25.18
2847,382.5,203.5,0.0,185.7,0.0,1040.6,734.3,28,32.72
2728,380.0,0.0,0.0,228.0,0.0,932.0,670.0,7,55.9
3537,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,25.18
3706,238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,40.06
554,251.4,0.0,118.3,188.5,5.8,1029.4,757.7,56,34.57
1159,141.3,212.0,0.0,203.5,0.0,971.8,800.1,3,13.4
1213,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,20.87
4475,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,50.51
1325,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,14,22.72
2706,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,26.74
2764,272.0,111.0,111.0,196.0,3.9,868.0,872.0,56,40.86
700,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,33.12
5229,374.0,189.2,0.0,164.0,10.1,1007.3,756.7,28,36.45
3668,200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,21.95
3873,157.0,236.0,0.0,228.0,0.0,932.0,670.0,365,33.02
1455,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,31.35
4536,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,48.4
4602,374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.24
3809,236.0,0.0,0.0,194.0,0.0,968.0,885.0,7,17.54
866,387.0,20.0,94.0,157.0,10.9,938.0,845.0,28,59.09
1644,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,91,66.9
3718,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,20.59
3295,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,9.62
2842,425.0,116.0,0.0,153.5,16.5,852.1,887.1,7,55.65
1490,192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,29.73
3550,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,25.08
729,302.0,0.0,0.0,192.0,0.0,942.0,801.0,7,31.74
5396,277.1,0.0,0.0,186.7,0.0,971.8,785.5,28,43.5
5363,252.0,0.0,0.0,185.0,0.0,1111.0,794.0,28,29.89
1936,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.7
2586,153.0,116.0,113.0,178.0,7.0,1001.0,784.0,28,32.76
1110,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,61.86
4401,382.0,0.0,0.0,185.7,0.0,1118.8,789.3,28,42.35
4837,139.9,209.4,0.0,192.7,3.6,1047.4,806.9,3,13.4
1185,166.8,129.9,167.0,175.5,7.8,1006.3,692.6,28,27.53
2007,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,45.3
193,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,52.82
1515,233.8,0.0,94.6,183.8,6.7,947.0,847.0,3,2.33
578,322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,24.28
2123,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,41.54
1429,446.0,24.0,0.0,162.0,11.6,967.0,712.0,28,71.3
771,252.0,0.0,0.0,180.0,0.0,1125.0,613.0,180,36.44
5353,285.0,100.0,78.0,180.0,10.9,914.0,631.0,28,17.22
1846,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,39.7
131,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.54
178,322.0,0.0,0.0,203.0,0.0,974.0,800.0,28,41.24
4832,387.0,20.0,94.0,157.0,13.9,938.0,845.0,90,57.23
3786,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,33.4
2943,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,35.3
2987,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,26.92
2770,153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,39.6
3062,153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,29.55
2073,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,53.58
658,393.0,0.0,0.0,192.0,0.0,940.0,785.0,3,24.66
1896,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,7,15.82
3880,198.6,133.7,0.0,192.7,0.0,978.4,825.5,90,25.69
2221,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,66.78
3631,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,49.77
342,331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,17.24
5220,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.82
727,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,43.57
4265,304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,40.29
976,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,15.69
2937,166.8,0.0,163.8,186.4,4.6,955.1,770.1,28,33.66
3481,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.83
1928,250.0,0.0,0.0,191.0,0.0,968.0,856.0,90,51.72
3263,178.0,0.0,118.6,179.9,3.6,1007.3,746.8,3,25.12
5142,198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,18.13
1299,302.8,0.0,0.0,203.5,6.0,974.1,803.7,28,39.3
4953,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,13.36
4969,300.0,0.0,0.0,186.0,0.0,1030.0,745.0,28,50.24
660,277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,13.54
1790,339.2,0.0,0.0,192.0,0.0,1043.6,754.3,28,39.38
4650,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,50.08
4975,255.5,132.4,0.0,192.0,0.0,978.4,825.5,3,6.9
3478,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,37.68
4622,255.0,0.0,0.0,192.0,0.0,931.2,885.0,28,33.4
3573,302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,19.54
3608,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,50.95
4349,233.8,0.0,0.0,197.9,3.4,947.0,852.2,28,62.94
1085,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,27.04
5045,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7,26.91
1278,310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,29.07
3593,307.0,0.0,0.0,193.0,0.0,968.0,812.0,7,14.5
1621,387.0,20.0,94.0,157.0,13.9,938.0,845.0,14,56.5
3940,425.0,106.3,0.0,153.5,16.5,852.1,803.7,56,52.61
3303,305.3,166.8,0.0,203.5,0.0,967.1,631.0,28,32.66
67,500.0,0.0,0.0,203.0,0.0,1125.0,613.0,14,42.64
3011,122.6,183.9,0.0,203.5,0.0,884.9,800.1,7,21.86
4396,375.0,93.8,0.0,126.6,4.5,946.8,852.1,3,37.36
2269,166.1,50.1,163.8,176.5,5.7,1058.7,780.1,14,40.57
5204,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,11.47
4267,250.0,0.0,0.0,203.5,0.0,963.4,630.0,28,24.4
820,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180,35.1
1226,375.0,95.0,0.0,126.6,23.4,852.1,887.1,56,61.86
4169,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,49.2
4529,385.0,0.0,0.0,186.0,0.0,966.0,763.0,180,52.83
2367,266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,67.11
2505,480.0,0.0,0.0,185.7,0.0,1120.0,714.3,28,60.32
3204,252.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,36.3
4822,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,40.71
4615,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,24.0
3919,326.0,0.0,0.0,192.0,0.0,880.0,812.0,3,15.82
1143,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,60.29
397,322.0,0.0,0.0,203.0,0.0,974.0,800.0,270,24.39
3396,362.6,189.0,0.0,145.9,7.0,977.0,689.3,56,61.89
4649,116.0,173.0,0.0,192.0,0.0,909.8,891.9,180,32.05
3879,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,11.98
1398,116.0,173.0,0.0,192.0,0.0,838.2,856.8,28,68.3
1659,388.6,97.1,0.0,157.9,12.1,938.2,852.2,28,26.15
2220,312.0,0.0,113.3,178.1,8.5,999.7,822.2,28,37.26
979,212.0,141.3,0.0,203.5,1.8,973.4,750.0,56,44.52
2331,305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,29.23
1298,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,14.7
5231,238.1,0.0,94.1,197.9,7.0,949.9,847.0,28,66.6
82,145.3,158.5,0.0,178.5,10.1,879.0,867.8,28,40.15
2561,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,13.29
2874,236.0,0.0,0.0,192.0,0.0,968.0,781.2,7,7.68
